image,BLEU-1,BLEU-2,prediction
3702038926_966fdaa311.jpg,0.3274923012311928,0.08187307530779821,the ultimate moment 💦 #kidvibes
3702436188_2c26192fd0.jpg,0.5,0.316227766016838,the ultimate skate jump. 🛹 #skateboarding
3702607829_2b8b3e65ab.jpg,0.3309363384692233,0.06459215937068712,the ultimate best kind of fun. ✨ #couplegoals
3703035378_c6034cac51.jpg,0.375,0.07319250547114,the ultimate best kind of fun. ✨ #kidlife
3703107969_175da4b276.jpg,0.4,0.10000000000000002,the ultimate air 🚲 #bmx
3703413486_3c682732a0.jpg,0.375,0.07319250547114,the ultimate best kind of fun. 😌 #chill
3703960010_1e4c922a25.jpg,0.375,0.07319250547114,the ultimate best kind of fun. ✨ #kidlife
370442541_60d93ecd13.jpg,0.14285714285714285,0.048795003647426664,the ultimate ultimate perfect day. 😌 #chill
3704431444_f337ec2b90.jpg,0.5,0.316227766016838,the ultimate water water 🌊 #doglife
3704698586_a42c25d0c1.jpg,0.1637461506155964,0.05789300674674099,the ultimate bike 🏍️ #bikelife
3704995657_e2e114083d.jpg,0.1637461506155964,0.05789300674674099,the ultimate air 🏍️ #dirtbike
3705430840_e108de78bf.jpg,0.375,0.07319250547114,the ultimate best kind of fun. ✨ #kidlife
3705688385_47651205d3.jpg,0.16666666666666669,0.05773502691896258,the ultimate water place. 🌊 #surfing
3705976184_53ae07e898.jpg,0.375,0.07319250547114,the ultimate field energy is real. 🏃‍♂️ #doglife
370614351_98b8a166b9.jpg,0.375,0.07319250547114,the ultimate best kind of fun. 😌 #chill
3706356018_28f62290e8.jpg,0.3274923012311928,0.08187307530779821,the ultimate moment 🐾 #doglife
3706653103_e777a825e4.jpg,0.49123845184678916,0.10027362908828316,the ultimate bike 🚲 #bmx
3707077198_efd6aa808d.jpg,0.3333333333333333,0.08164965809277261,the ultimate vibe stops 😎 #skatelife
370713359_7560808550.jpg,0.16666666666666669,0.03892494720807617,the ultimate best way to end the day. 😌 #citylife #makingmemories #makingmemories
3707283973_5cdaa39340.jpg,0.375,0.07319250547114,the ultimate best kind of fun. 😌 #rockclimbing
3707738261_777075e885.jpg,0.3333333333333333,0.08164965809277261,the ultimate ultimate moment 💦 #doglife
3707990914_843e8f15f1.jpg,0.3274923012311928,0.08187307530779821,the ultimate water 🏄‍♂️🌊 #surfing
3708172446_4034ddc5f6.jpg,0.16666666666666669,0.05773502691896258,the ultimate water place. 💦 #kidlife
3708177171_529bb4ff1d.jpg,0.36363636363636365,0.26967994498529685,the only way to take on the day. 🛹 #skateboarding #trick
3708244207_0d3a2b2f92.jpg,0.29411764705882354,0.04287464628562722,the ultimate best kind of therapy is a whole vibe. so much fun. 😌 #rockclimbing #makingmemories #makingmemories
3708266246_97a033fcc7.jpg,0.6363636363636364,0.43693144875265144,the ultimate dog is a whole lot of fun. 🐾 #doglife
3708743823_3e3e0554d1.jpg,0.5555555555555556,0.26352313834736496,the ultimate mountains are a whole vibe. 🏔️ #snowboarding
3708748633_e7e3cf4e84.jpg,0.4444444444444444,0.33333333333333337,the ultimate city moment of pure bliss. ✨ #citylife
3708839890_ed448012cf.jpg,0.3333333333333333,0.08164965809277261,the ultimate water place. 🐾 #doglife
3709030554_02301229ea.jpg,0.49123845184678916,0.10027362908828316,the ultimate moment 🏃‍♂️ #doglife
3710050559_f6f12760fe.jpg,0.3333333333333333,0.08164965809277261,the ultimate ultimate moment 🐾 #doglife
3710073758_ac2b217f29.jpg,0.5,0.3333333333333333,the ultimate ultimate best moment of pure bliss. 🛹 #skateboarding
3710176138_fbfe00bd35.jpg,0.3333333333333333,0.08164965809277261,the ultimate water water 💦 #waterplay
3710353645_8fbfaa4175.jpg,0.5,0.08451542547285168,the ultimate best kind of fun. 🤸‍♀️ #kidlife
3710468717_c051d96a5f.jpg,0.375,0.07319250547114,the ultimate best kind of fun. ✨ #kidlife
3710520638_866d542a80.jpg,0.3333333333333333,0.08164965809277261,the ultimate water water 🌊 #doglife
3710674892_857b8056f7.jpg,0.3274923012311928,0.08187307530779821,the ultimate moment 💦 #doglife
3710971182_cb01c97d15.jpg,0.5714285714285714,0.09759000729485333,the ultimate game is real. 🏈 #sports
3711030008_3872d0b03f.jpg,0.11031211282307446,0.03729230060020541,the ultimate moment of pure joy. ✨ #citylife
3711611500_ea47b58b6f.jpg,0.28216057496353797,0.06911494341909905,the ultimate water water 🌊 #doglife
3711664623_ef87105ea7.jpg,0.16666666666666669,0.05773502691896258,the ultimate water water 🌊 #rockclimbing
3711826708_bba64fb1e1.jpg,0.25,0.047673129462279626,the ultimate best joy are a whole lot of fun. 🐾 #doglife
3712008738_1e1fa728da.jpg,0.16666666666666669,0.05773502691896258,the ultimate water water 💦 #waterplay
3712574653_e009f76d19.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 😌 #chill
3712742641_641282803e.jpg,0.141080287481769,0.04887164517296948,the ultimate water water 🌊 #doglife
3712923460_1b20ebb131.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. ✨ #couplegoals
3713133789_f05e8daffd.jpg,0.18181818181818182,0.042640143271122095,the ultimate dog is a whole lot of fun. 🐾 #doglife
3713177334_32f3245fd8.jpg,0.16666666666666669,0.05773502691896258,the ultimate vibe stops 😎 #skatelife
3713324467_104d72f7db.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 😌 #chill
371364900_5167d4dd7f.jpg,0.16666666666666669,0.05773502691896258,the ultimate water place. 💦 #doglife
3713882697_6dd30c7505.jpg,0.15384615384615385,0.03580574370197164,the ultimate best joy are a whole vibe. so much fun. 😂 #kidlife
3713922357_e0a013fb97.jpg,0.11942188509563156,0.04136895450425726,the ultimate ultimate bike 🏍️ #bikelife
3714551959_66ece78f27.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. ✨ #kidlife
371522748_dc557bcd6c.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. ✨ #kidlife
3715469645_6d1dc019b3.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. ✨ #couplegoals
3715559023_70c41b31c7.jpg,0.16666666666666669,0.05773502691896258,the ultimate water water 🛶 #kayaking
3716244806_97d5a1fb61.jpg,0.2857142857142857,0.06900655593423542,the ultimate best kind of fun. 😎
3716272233_7845ec5b3e.jpg,0.3333333333333333,0.08164965809277261,the ultimate water feeling. 🐾 #doglife
3716277216_c04002be81.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 😌 #chill
3717309680_e5105afa6d.jpg,0.5,0.26726124191242434,the ultimate thrill of the ride. 🏍️ #motocross
3717531382_e1e05e22c5.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. 🛶 #kidlife
3717809376_f97611ab84.jpg,0.13406400920712788,0.04739878501170794,the ultimate moment ⚽ #doglife
3717845800_ab45e255b8.jpg,0.3333333333333333,0.06454972243679029,the ultimate game is a whole vibe. ⚽ #soccer
3718007650_e5930b4509.jpg,0.08333333333333333,0.027524094128159027,the ultimate best way to end the day. 😌 #couplegoals #makingmemories #makingmemories
3718076407_0b4588d7bc.jpg,0.40219202762138356,0.0820971038573123,the ultimate dog 🐶 #doglife
3718305988_fe2c91fd44.jpg,0.14285714285714285,0.048795003647426664,the ultimate best kind of fun. 😌
3718892835_a3e74a3417.jpg,0.0,0.0,the ultimate ultimate moment 😎 #skatelife
3718964174_cb2dc1615e.jpg,0.11111111111111109,0.03726779962499649,the ultimate best kind of fun. ✨ #couplegoals #squadgoals
3719461451_07de35af3a.jpg,0.16666666666666669,0.05773502691896258,the ultimate water place. 🛶 #kayaking
3720210639_18bb34e475.jpg,0.26812801841425576,0.06703200460356394,the ultimate bike 🏍️ #motocross
3720366614_dfa8fe1088.jpg,0.4444444444444444,0.23570226039551587,the ultimate dog is a whole vibe. 🐾 #doglife
3721082512_8277087f3f.jpg,0.13406400920712788,0.04739878501170794,the ultimate bike 🏍️ #motocross
3721799573_2f470950e0.jpg,0.13333333333333333,0.030860669992418384,the best kind of memories are made with good people. 😌 #couplegoals #makingmemories #makingmemories #makingmemories
3721812313_6000566803.jpg,0.16666666666666669,0.05773502691896258,the ultimate city people. 😌 #couplegoals
3721881082_afe9fc734e.jpg,0.21952465443761057,0.05488116360940265,the ultimate moment ✨ #kidlife
3722507770_0d6cb7420e.jpg,0.2857142857142857,0.06900655593423542,the grind is real. 🚲 #bmx #biking
3722572342_6904d11d52.jpg,0.14285714285714285,0.048795003647426664,the ultimate ultimate water moment 🐶 #doglife
3723690961_729dd5d617.jpg,0.12500000000000003,0.04225771273642583,the ultimate ultimate game cap like... #tennis #sports
3723903586_e98d3d8ec7.jpg,0.21952465443761057,0.05488116360940265,the ultimate track 🏍️ #racing
3724113279_99b6e5bf41.jpg,0.2857142857142857,0.14824986333222023,the ultimate air is a whole vibe. you love to see it. 🚴‍♂️ #bmxlife
3724150944_fc62e8d5e0.jpg,0.3274923012311928,0.08187307530779821,the ultimate moment ⚽ #soccer
3724487641_d2096f10e5.jpg,0.2857142857142857,0.06900655593423542,the ultimate ultimate water moment 💦 #doglife
3724581378_41049da264.jpg,0.141080287481769,0.04887164517296948,the ultimate water water 🌊 #surfing
3724623861_2bb6c23641.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. 😌 #chill
3724718895_bd03f4a4dc.jpg,0.5,0.4714045207910317,just a dog and a lot of fun. 🐾 #doglife
3724738804_f00748a137.jpg,0.141080287481769,0.04887164517296948,the ultimate water water 🌊 #beachlife
3724759125_2dc0e1f4a3.jpg,0.28216057496353797,0.06911494341909905,the ultimate ultimate moment 😎 #kidlife
3725177385_62d5e13634.jpg,0.375,0.07319250547114,the ultimate moment of pure joy. 🚗 #doglife
3725202807_12fbfdd207.jpg,0.2,0.04714045207910317,the ultimate best way to end the day. 😌 #chill
3725353555_75c346d7ec.jpg,0.26812801841425576,0.06703200460356394,the ultimate dog 🐶 #doglife
3725814794_30db172f67.jpg,0.15384615384615385,0.03580574370197164,the ultimate ultimate game check of the moment of the moment ⚽ #soccer
3726019124_f302b3d48a.jpg,0.10976232721880529,0.03880684294761699,the ultimate moment 🛶 #birdwatching
3726025663_e7d35d23f6.jpg,0.26812801841425576,0.06703200460356394,the ultimate bike 🚴 #bikelife
3726076549_0efb38854b.jpg,0.3333333333333333,0.06454972243679029,the ultimate grind is real. 💯 #bmx #extremesports #adrenalinejunkie
3726120436_740bda8416.jpg,0.375,0.07319250547114,the ultimate best kind of fun. 😌 #chill
3726130458_07df79e969.jpg,0.25,0.059761430466719695,the ultimate game is real. 🏈 #gameday #gameday
3726168984_1fa2c8965b.jpg,0.5429024508215757,0.40465559506275994,just a dog and a lot of fun. 🐾 #doglife
3726170067_094cc1b7e5.jpg,0.08333333333333333,0.027524094128159027,the ultimate best way to end the day. 😌 #citylife #makingmemories #makingmemories
3726590391_bc6e729bb6.jpg,0.375,0.23145502494313785,the ultimate best kind of fun. 😌 #chill
3726629271_7639634703.jpg,0.3274923012311928,0.08187307530779821,the ultimate dog 🐶 #doglife
3726700898_c50494b8bd.jpg,0.17973158564688863,0.04493289641172216,the ultimate moment ⚽ #kidlife
3726730085_2468ee9220.jpg,0.23884377019126307,0.05850453652111616,the ultimate ultimate moment 💦 #kidlife
3727740053_3baa94ffcb.jpg,0.10976232721880529,0.03880684294761699,the ultimate moment 💯 #skatelife
3727752439_907795603b.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. 😌 #chill
3728015645_b43a60258b.jpg,0.16666666666666669,0.05773502691896258,the ultimate ultimate water jump. 💦
3728164558_52729baefa.jpg,0.07667036788577694,0.025323389070344468,the ultimate best way to end the day. 😌 #citylife #makingmemories #makingmemories
3728256505_7f8db8270d.jpg,0.141080287481769,0.04887164517296948,the ultimate ultimate air 🚲 #bmxlife
3728695560_00ec1ca492.jpg,0.2631578947368421,0.12091270835166859,the ultimate best joy are a whole vibe. you love to see it. 💖✨ #kidlife #makingmemories #forever #builtdifferent #loveiseverything
3729405438_6e79077ab2.jpg,0.141080287481769,0.04887164517296948,the ultimate ultimate air 🚲 #bmx
3729525173_7f984ed776.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 😌 #kidlife
3730011219_588cdc7972.jpg,0.141080287481769,0.04887164517296948,the ultimate water water 🌊 #beachvibes
3730011701_5352e02286.jpg,0.11942188509563156,0.04136895450425726,the ultimate water day. 💦 #kidlife
3730457171_e66dde8c91.jpg,0.23076923076923078,0.04385290096535146,the ultimate fun check of the fun is a whole vibe. 😂 #kidlife
373219198_149af371d9.jpg,0.4444444444444444,0.23570226039551587,the ultimate dog is a whole vibe. 🐾 #doglife
3732728142_86364a706e.jpg,0.11031211282307446,0.03729230060020541,the ultimate best kind of fun. 😂 #purejoy
3733074526_82aa8d5f8d.jpg,0.11942188509563156,0.04136895450425726,the ultimate moment #tennis #tennis #sports
373394550_1b2296b8c4.jpg,0.0,0.0,the ultimate best kind of fun. 💦 #kidlife
3736786640_70df13be2c.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 💦 #kidlife
3737492755_bcfb800ed1.jpg,0.10000000000000002,0.03333333333333335,the ultimate best way to end the day. 😌 #chill
3737539561_d1dc161040.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 🤸‍♀️ #kidlife
3737711435_113ccd0a52.jpg,0.141080287481769,0.04887164517296948,the ultimate water place. 💦 #waterplay
3738685861_8dfff28760.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. ✨ #kidlife
3738789925_7d17dbdf25.jpg,0.0,0.0,the ultimate best kind of fun. ✨ #kidlife
3739833689_a0038545bd.jpg,0.2,0.07071067811865477,the ultimate moment 💦 #kidlife
374103776_0de490c1b0.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. ✨ #kidlife
374103842_17873ce505.jpg,0.0,0.0,the ultimate best kind of fun. 😌 #chill
374103966_2987706be1.jpg,0.1637461506155964,0.05789300674674099,the ultimate moment ✨ #family
374104006_7f32c8c5de.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. 😂 #chill
374124237_51f62b6937.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. ✨ #chill
3741462565_cc35966b7a.jpg,0.06666666666666667,0.02182178902359924,the best kind of memories are made with the crew. 😌 #kidlife #makingmemories #forever #builtdifferent
374176648_ba4b88c221.jpg,0.375,0.07319250547114,the ultimate best kind of fun. 🐾 #doglife
3741827382_71e93298d0.jpg,0.141080287481769,0.04887164517296948,the ultimate water moment 💦 #beachlife
3744832122_2f4febdff6.jpg,0.2857142857142857,0.06900655593423542,the ultimate game game. ⚽ #softball #gameday
3745451546_fc8ec70cbd.jpg,0.22062422564614886,0.05273927728090481,the ultimate best kind of therapy. ⛰️ #adventure
374567836_3ae12ecffb.jpg,0.4444444444444444,0.07453559924999299,the ultimate dog is a whole vibe. 🐾 #doglife
3747543364_bf5b548527.jpg,0.16666666666666669,0.05773502691896258,the ultimate water water 🌊 #beachlife
374828031_9d087da5cf.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. 😌 #rockclimbing
3751594676_edfbfa0688.jpg,0.22062422564614886,0.05273927728090481,the ultimate best kind of fun. 😂 #kidlife
375171241_0302ad8481.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 🚲 #bikelife
375384566_254c2362d4.jpg,0.08333333333333333,0.027524094128159027,the ultimate best way to end the day. 😌 #citylife #makingmemories #makingmemories
375392855_54d46ed5c8.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. ✨ #kidlife
3756150099_50882fc029.jpg,0.12500000000000003,0.04225771273642583,the ultimate best kind of fun. ✨ #kidlife
3757598567_739b7da835.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 😂 #kidlife
3758175529_81941e7cc9.jpg,0.28216057496353797,0.06911494341909905,the ultimate water water 💦 #waterplay
3758787457_1a903ee1e9.jpg,0.16666666666666669,0.05773502691896258,the ultimate water water 🌊 #beachlife
3759230208_1c2a492b12.jpg,0.3333333333333333,0.08164965809277261,the ultimate water water 🌊 #waterplay
3759492488_592cd78ed1.jpg,0.16666666666666669,0.05773502691896258,the ultimate ultimate moment 💦 #kidlife
3760400645_3ba51d27f9.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. ✨ #kidlife
3765374230_cb1bbee0cb.jpg,0.3333333333333333,0.08164965809277261,the ultimate water water 🌊 #beachlife
3767841911_6678052eb6.jpg,0.3274923012311928,0.08187307530779821,the ultimate moment 💦 #kidvibes
377872472_35805fc143.jpg,0.3333333333333333,0.08164965809277261,the ultimate snow vibes 🐶 #doglife
377872672_d499aae449.jpg,0.3274923012311928,0.08187307530779821,the ultimate snow 🐾 #doglife
378170167_9b5119d918.jpg,0.6666666666666666,0.28867513459481287,the ultimate dog is a whole vibe. 🐾 #doglife
378453580_21d688748e.jpg,0.49123845184678916,0.10027362908828316,the ultimate dog 🐶 #doglife
379006645_b9a2886b51.jpg,0.5555555555555556,0.26352313834736496,the ultimate dog is a whole vibe. 🐾 #doglife
380034515_4fbdfa6b26.jpg,0.6666666666666666,0.36514837167011077,the ultimate ultimate dog 🐾 #doglife
380041023_0dfd712ef1.jpg,0.6666666666666666,0.28867513459481287,the ultimate dog is a whole vibe. 🐾 #doglife
380515798_c2abbf46b0.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 😌 #chill
380527679_574749123d.jpg,0.08333333333333333,0.027524094128159027,the ultimate best way to end the day. 😌 #citylife #makingmemories #makingmemories
380537190_11d6c0a412.jpg,0.08333333333333333,0.027524094128159027,the ultimate best way to end the day. 😌 #citylife #makingmemories #makingmemories
380590140_25b9889772.jpg,0.3333333333333333,0.06454972243679029,the ultimate city moment of pure bliss. ✨ #citylife
381052465_722e00807b.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 😌 #chill
381239475_044cbffa2b.jpg,0.5,0.10000000000000002,the ultimate water water 🌊 #doglife
381275595_b429fd1639.jpg,0.3333333333333333,0.08164965809277261,the ultimate ultimate moment 🐾 #doglife
381514859_b40418d9c3.jpg,0.45454545454545453,0.06741998624632423,the ultimate dog is a whole lot of fun. 🐾 #doglife
381976882_0063d16d88.jpg,0.3333333333333333,0.08164965809277261,the ultimate ultimate snow 🐾 #doglife
382090166_be2c2c63e1.jpg,0.3274923012311928,0.08187307530779821,the ultimate dog 🐶 #doglife
382151094_c7376cf22b.jpg,0.1637461506155964,0.05789300674674099,the ultimate moment 🐾 #doglife
382701159_f98c1988cd.jpg,0.16666666666666669,0.05773502691896258,the ultimate water water 🌊 #beachlife
383223174_7165a54c30.jpg,0.6666666666666666,0.408248290463863,the ultimate dog is a whole vibe. 🐾 #doglife
384465370_9918873f9a.jpg,0.42857142857142855,0.08451542547285168,the ultimate view is real. ⛰️ #rockclimbing
384465575_31294122c0.jpg,0.16666666666666669,0.05773502691896258,the ultimate ultimate trail 🚲 #bmx
384577800_fc325af410.jpg,0.5515605641153721,0.263696386404524,the ultimate snow vibes are real. 🐾 #doglife
385186343_464f5fc186.jpg,0.4444444444444444,0.07453559924999299,the ultimate dog is a whole vibe. 🐾 #doglife
385835044_4aa11f6990.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 😎 #citylife
386160015_d4b31df68e.jpg,0.45454545454545453,0.06741998624632423,the ultimate dog is a whole lot of fun. 🐾 #doglife
386470686_1ae9242878.jpg,0.1637461506155964,0.05789300674674099,the ultimate moment 🐾 #doglife
386655611_1329495f97.jpg,0.30769230769230765,0.22645540682891918,"just a couple of dogs, and a whole lot of fun. 🐾 #doglife"
386656845_4e77c3e3da.jpg,0.4444444444444444,0.07453559924999299,the ultimate dog is a whole vibe. 🐾 #doglife
387078972_514a38dc33.jpg,0.6666666666666666,0.28867513459481287,the ultimate dog is a whole vibe. 🐾 #doglife
387830531_e89c192b92.jpg,0.4444444444444444,0.07453559924999299,the ultimate dog is a whole vibe. 🐾 #doglife
387974450_bcd205daac.jpg,0.5,0.10000000000000002,the ultimate ultimate field 🐾 #doglife
388386075_9ac3a89ada.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. ✨ #kidlife
389643437_9a9830a3ba.jpg,0.26666666666666666,0.04364357804719848,the ultimate best joy are a whole vibe. you love to see it. 😌 #kidlife
390360326_26f5936189.jpg,0.6666666666666666,0.28867513459481287,the ultimate dog is a whole vibe. 🐾 #doglife
390671130_09fdccd52f.jpg,0.45454545454545453,0.21320071635561047,the ultimate dog is a whole lot of fun. 🐾 #doglife
390986651_c801db91a0.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 🛶 #rockclimbing
390987167_2d5905b459.jpg,0.7,0.3944053188733077,the ultimate snow vibes are a whole vibe. 🏔️ #hiking
390992102_67fa31b22f.jpg,0.16666666666666669,0.05773502691896258,the ultimate water place. 🌊 #doglife
390992388_d74daee638.jpg,0.625,0.2988071523335984,the mountains are a whole vibe. 🏔️ #snowboarding
391020801_aaaae1e42b.jpg,0.16666666666666669,0.03892494720807617,the ultimate best way to end the day. 😌 #citylife #makingmemories #makingmemories
391106734_d374bc3080.jpg,0.3320366241026409,0.1741214746376982,the ultimate field is a whole lot of fun. 🐾 #doglife
391324644_d23fdf06cb.jpg,0.375,0.23145502494313785,the grind is real. 💯 #skateboarding #skatelife #adrenalinejunkie
391579205_c8373b5411.jpg,0.3333333333333333,0.08164965809277261,the ultimate ultimate fun 🐾 #doglife
391723162_3bdeb7ea33.jpg,0.6666666666666666,0.28867513459481287,the ultimate dog is a whole vibe. 🐾 #doglife
392467282_00bb22e201.jpg,0.6666666666666666,0.11547005383792518,the ultimate snow vibes 🐶 #doglife
392976422_c8d0514bc3.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. ✨ #rockclimbing
393284934_d38e1cd6fe.jpg,0.16666666666666669,0.05773502691896258,the ultimate ultimate moment 🐾 #doglife
393810324_1c33760a95.jpg,0.5454545454545454,0.2335496832484569,the ultimate dog is a whole lot of fun. 🐾 #doglife
393958545_48c17c66d1.jpg,0.49123845184678916,0.10027362908828316,the ultimate dog 🐶 #doglife
393987665_91d28f0ed0.jpg,0.25,0.059761430466719695,the ultimate best kind of fun. 😌 #chill
394136487_4fc531b33a.jpg,0.07692307692307693,0.025318484177091663,the ultimate best way to end the day. 😌 #skateboarding #adrenalinejunkie #builtdifferent #makingmemories
394161692_2576920777.jpg,0.25,0.047673129462279626,the ultimate best way to end the day. 😌 #couplegoals #makingmemories #makingmemories
394463341_5311c53783.jpg,0.5454545454545454,0.2335496832484569,the ultimate dog is a whole lot of fun. 🐾 #doglife
394563330_68b566368c.jpg,0.08333333333333333,0.027524094128159027,the ultimate best way to end the day. 😌 #citylife #makingmemories #makingmemories
395461421_c586b136de.jpg,0.1637461506155964,0.05789300674674099,the ultimate moment ⚽ #kidlife
396179143_e1511336e1.jpg,0.5,0.10000000000000002,the ultimate ultimate snow 🐾 #doglife
396360611_941e5849a3.jpg,0.16666666666666669,0.05773502691896258,the ultimate water water 🌊 #rockclimbing
396763804_3b7f1e12a8.jpg,0.3333333333333333,0.08164965809277261,the ultimate ultimate dog 🐾 #doglife
397286183_745abbf40d.jpg,0.13381535712974757,0.03198798864195469,the ultimate best kind of fun. ✨ #couplegoals
397451339_76a84bd310.jpg,0.23001110365733082,0.043861396489671,the ultimate best way to end the day. 😌 #couplegoals #makingmemories #makingmemories
397547349_1fd14b95af.jpg,0.23884377019126307,0.05850453652111616,the ultimate ultimate dog 🐾 #doglife
